Code,Title,Description,ItemDescriptions,CrossReferences
525120,Health and Welfare Funds ,"This industry comprises legal entities (i.e., funds, plans, and/or programs) organized to provide medical, surgical, hospital, vacation, training, and other health- and welfare-related employee benefits exclusively for the sponsor's employees or members.

Cross-References. Establishments primarily engaged in--","Employee benefit plans (except pension) Funds, health and welfare Health and welfare funds Plans, health- and welfare-related employee benefit Union health and welfare funds","Managing portfolios of health and welfare funds--are classified in Industry 523920, Portfolio Management; and Third party claims administration of health and welfare plans--are classified in U.S. Industry 524292, Third Party Administration of Insurance and Pension Funds."
525190,Other Insurance Funds ,"This industry comprises legal entities (i.e., funds (except pension, and health- and welfare-related employee benefit funds)) organized to provide insurance exclusively for the sponsor, firm, or its employees or members. Self-insurance funds (except employee benefit funds) and workers' compensation insurance funds are included in this industry.

Cross-References.","Compensation, workers, insurance funds Funds, self-insurance (except employee benefit funds) Self-insurance funds (except employee benefit funds) Workers' compensation insurance funds","Legal entities (i.e., funds, plans, and/or programs) organized to provide retirement income benefits exclusively for the sponsor's employees or members are classified in Industry 525110, Pension Funds; Legal entities (i.e., funds, plans, and/or programs) organized to provide health- and welfare-related employee benefits exclusively for the sponsor's employees or members are classified in Industry 525120, Health and Welfare Funds; Establishments primarily engaged in managing portfolios of insurance funds are classified in Industry 523920, Portfolio Management; Establishments primarily engaged in third party claims administration of insurance and other employee benefit funds are classified in U.S. Industry 524292, Third Party Administration of Insurance and Pension Funds; and Establishments primarily engaged in providing insurance on a fee or contract basis are classified in Industry Group 5241, Insurance Carriers."
525910,Open-End Investment Funds ,"This industry comprises legal entities (i.e., open-end investment funds) organized to pool assets that consist of securities or other financial instruments.  Shares in these pools are offered to the public in an initial offering with additional shares offered continuously and perpetually and redeemed at a specific price determined by the net asset value.

Illustrative Examples:

Investment funds, open-ended
Money market mutual funds, open-ended
","Funds, mutual, open-ended Investment funds, open-ended Management investment offices, open-ended Money market mutual funds, open-ended Mutual funds, open-ended",
525920,"Trusts, Estates, and Agency Accounts ","This industry comprises legal entities, trusts, estates, or agency accounts, administered on behalf of the beneficiaries under the terms of a trust agreement, will, or agency agreement.

Illustrative Examples:

Bankruptcy estates
Private estates (i.e., administering on behalf of beneficiaries)
Personal investment trusts
Testamentary trusts


Cross-References. Establishments primarily engaged in--","Bankruptcy estates Personal estates (i.e., managing assets) Personal investment trusts Personal trusts Private estates (i.e., administering on behalf of beneficiaries) Settlement trust funds Testamentary trusts Trusts, estates, and agency accounts","Managing portfolios of trusts--are classified in Industry 523920, Portfolio Management; Administering personal estates--are classified in U.S. Industry 523991, Trust, Fiduciary, and Custody Activities; and Operating businesses of trusts and bankruptcy estates--are classified according to the kind of business operated."
525990,Other Financial Vehicles ,"This industry comprises legal entities (i.e., funds (except insurance and employee benefit funds; open-end investment funds; trusts, estates, and agency accounts)).  Included in this industry are mortgage real estate investment trusts (REITs).

Illustrative Examples:

Closed-end investment funds
Special purpose financial vehicles
Collateralized mortgage obligations (CMOs)
Unit investment trust funds
Face-amount certificate funds
Mortgage real estate investment trusts (REITs)
Real estate mortgage investment conduits (REMICs)


Cross-References.","Closed-end investment funds CMOs (collateralized mortgage obligations) Collateralized mortgage obligations (CMOs) Face-amount certificate funds Funds, mutual, closed-end Investment funds, closed-end Money market mutual funds, closed-end Mortgage real estate investment trusts (REITs) Mortgage-backed securities Mutual funds, closed-end Profit-sharing funds Real estate mortgage investment conduits (REMICs) REMICs (real estate mortgage investment conduits) Special purpose financial vehicles Unit investment trust funds","Legal entities (i.e., funds, plans, and programs) that provide insurance and employee benefits exclusively for the sponsor, firm, or its employees or members are classified in Industry Group 5251, Insurance and Employee Benefit Funds; Legal entities (i.e., open-end investment funds) organized to pool assets that consist of securities or other financial instruments, where the pools are offered to the public in an initial offering with additional shares offered continuously and perpetually at a specific price determined by the net asset value, are classified in Industry 525910, Open-End Investment Funds; Legal entities (i.e., trusts, estates, or agency accounts) administered on behalf of the beneficiaries under the terms of a trust agreement, will, or agency agreement are classified in Industry 525920, Trusts, Estates, and Agency Accounts; and Equity real estate investment trusts (REITs) that are primarily engaged in leasing buildings, dwellings, or other real estate property to others are classified in Industry Group 5311, Lessors of Real Estate, based on primary type of real estate property leased."
531110,Lessors of Residential Buildings and Dwellings ,"This industry comprises establishments primarily engaged in acting as lessors of buildings used as residences or dwellings, such as single-family homes, apartment buildings, and town homes.  Included in this industry are owner-lessors and establishments renting real estate and then acting as lessors in subleasing it to others.  The establishments in this industry may manage the property themselves or have another establishment manage it for them.

Cross-References.","Apartment building rental or leasing Apartment hotel rental or leasing Apartment rental or leasing Building, apartment, rental or leasing Building, residential, rental or leasing Cottage rental or leasing Duplex houses (i.e., single-family) rental or leasing Dwelling rental or leasing Equity real estate investment trusts (REITs), primarily leasing residential buildings and dwellings Houses rental or leasing Housing authorities owning and operating residential buildings Lessors of residential buildings and dwellings Mobile (manufactured) home rental or leasing, on-site Real estate rental or leasing of residential building Residential building rental or leasing Residential hotel rental or leasing Retirement hotel rental or leasing Single-family house rental or leasing Town house rental or leasing","Establishments primarily engaged in managing residential real estate for others are classified in U.S. Industry 531311, Residential Property Managers."
531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,"This industry comprises establishments primarily engaged in acting as lessors of buildings (except miniwarehouses and self-storage units) that are not used as residences or dwellings.  Included in this industry are: (1) owner-lessors of nonresidential buildings; (2) establishments renting real estate and then acting as lessors in subleasing it to others; and (3) establishments providing full service office space, whether on a lease or service contract basis.  The establishments in this industry may manage the property themselves or have another establishment manage it for them.

Cross-References. Establishments primarily engaged in--","Amusement facility rental or leasing Arena, no promotion of events, rental or leasing Auditorium rental or leasing Bank building rental or leasing Banquet hall rental or leasing Building, nonresidential (except miniwarehouse), rental or leasing Commercial building rental or leasing Concert hall, no promotion of events, rental or leasing Conference center, no promotion of events, rental or leasing Convention center, no promotion of events, rental or leasing Dance hall rental or leasing Dock and associated building rental or leasing Equity real estate investment trusts (REITs), primarily leasing nonresidential buildings (except miniwarehouses) Executive suites (i.e., full service office space provision) Exhibition hall, no promotion of events, rental or leasing Flea market space, under roof, rental or leasing Full service office space provision Hall and banquet room, nonresidential, rental or leasing Hall, nonresidential, rental or leasing Hotel building rental or leasing, not operating hotel Industrial building rental or leasing Insurance building rental or leasing Lessors of nonresidential buildings (except miniwarehouses) Mall property operation (i.e., not operating contained businesses) rental or leasing Manufacturing building rental or leasing Medical building rental or leasing Meeting hall and room rental or leasing Mobile office building rental or leasing, on-site Motel building rental or leasing, not operating motel Nonresidential building (except miniwarehouse) rental or leasing Office building rental or leasing Piers and associated building rental or leasing Professional office building rental or leasing Real estate rental or leasing of nonresidential building (except miniwarehouse) Reception hall rental or leasing Shopping center (i.e., not operating contained businesses) rental or leasing Stadium rental or leasing without promotion of events Theater property rental or leasing, not operating theater","Acting as lessors of buildings used as residences or dwellings--are classified in Industry 531110, Lessors of Residential Buildings and Dwellings; Renting or leasing space for self-storage--are classified in Industry 531130, Lessors of Miniwarehouses and Self-Storage Units; Managing nonresidential real estate for others--are classified in U.S. Industry 531312, Nonresidential Property Managers; Providing a range of office support services, such as mailbox rental, other postal and mailing (except direct mail advertising) services, document copying services, facsimile services, word processing services or on-site personal computer rental, that are not providing office space--are classified in Industry 56143, Business Service Centers; Managing and operating arenas, stadiums, theaters, or other related facilities and promoting and organizing performing arts productions, sports events, and similar events at those facilities--are classified in Industry 711310, Promoters of Performing Arts, Sports, and Similar Events with Facilities; and Operating public and contract general merchandise warehousing and storage facilities--are classified in Industry 493110, General Warehousing and Storage."
531130,Lessors of Miniwarehouses and Self-Storage Units ,"This industry comprises establishments primarily engaged in renting or leasing space for self-storage.  These establishments provide secure space (i.e., rooms, compartments, lockers, containers, or outdoor space) where clients can store and retrieve their goods.

Cross-References. Establishments primarily engaged in--","Equity real estate investment trusts (REITs), primarily leasing miniwarehouses and self-storage units Lessors of miniwarehouses Lessors of self-storage units Miniwarehouse rental or leasing Real estate rental or leasing of miniwarehouses and self-storage units Self-storage unit rental or leasing Self-storage warehousing U-lock storage Warehousing, self-storage","Operating public and contract general merchandise warehousing and storage facilities--are classified in Industry 493110, General Warehousing and Storage; and Operating coin-operated lockers--are classified in Industry 812990, All Other Personal Services."
531190,Lessors of Other Real Estate Property ,"This industry comprises establishments primarily engaged in acting as lessors of real estate (except buildings), such as manufactured home (i.e., mobile home) sites, vacant lots, and grazing land.

Cross-References. Establishments primarily engaged in--","Agricultural property rental or leasing  Airport leasing, not operating airport, rental or leasing Equity real estate investment trusts (REITs), primarily leasing real estate (except residential buildings and dwellings, nonresidential buildings, miniwarehouses, and self-storage units) Farmland rental or leasing Flea market space (except under roof) rental or leasing Forest land rental or leasing Grazing land rental or leasing Land rental or leasing Manufactured (mobile) home parks Manufactured (mobile) home sites rental or leasing Mining property leasing Mobile (manufactured) home parks Mobile (manufactured) home sites rental or leasing Railroad right of way leasing Real estate (except building) rental or leasing Residential trailer parks Trailer park or court, residential Vacant lot rental or leasing Vacation and recreation land rental or leasing","Acting as lessors of buildings used as residences or dwellings, including on-site manufactured (mobile) homes--are classified in Industry 531110, Lessors of Residential Buildings and Dwellings; Acting as lessors of buildings (except miniwarehouses and self-storage units) that are not used as residences or dwellings--are classified in Industry 531120, Lessors of Nonresidential Buildings (except Miniwarehouses); and Renting or leasing space for self-storage--are classified in Industry 531130, Lessors of Miniwarehouses and Self-Storage Units."
531210,Offices of Real Estate Agents and Brokers,"This industry comprises establishments primarily engaged in acting as agents and/or brokers in one or more of the following: (1) selling real estate for others; (2) buying real estate for others; and (3) renting real estate for others.
","Agencies, real estate Agents, real estate Auctioning real estate for others (i.e., agents, brokers) Brokerages, real estate Brokers' offices, real estate Buyers' agents, real estate, offices Buying agencies, real estate Buying real estate for others (i.e., agents, brokers) Commercial real estate agencies Commercial real estate agents' offices Exclusive buyers' agencies Exclusive buyers' agents, offices of Real estate agencies Real estate agents' offices Real estate brokerages Real estate brokers' offices Renting real estate for others (i.e., agents, brokers) Residential real estate agencies Residential real estate agents' offices Residential real estate brokerages Residential real estate brokers' offices Selling real estate for others (i.e., agents, brokers) Selling time-share condominiums for others (i.e., agents, brokers)",
531311,Residential Property Managers ,"This U.S. industry comprises establishments primarily engaged in managing residential real estate for others.

Cross-References.","Apartment managers' offices Condominium managers' offices, residential Cooperative apartment managers' offices Managers' offices, residential condominium Managers' offices, residential real estate Managing cooperative apartments Managing residential condominiums Managing residential real estate Property managers' offices, residential real estate Property managing, residential real estate Real estate property managers' offices, residential Residential property managing Residential real estate property managers' offices Resort or vacation property managers' offices","Establishments primarily engaged in managing nonresidential real estate for others are classified in U.S. Industry 531312, Nonresidential Property Managers; Establishments primarily engaged in acting as lessors of buildings used as residences or dwellings are classified in Industry 531110, Lessors of Residential Buildings and Dwellings; and Establishments formed on behalf of individual residential condominium owners or homeowners are classified in Industry 813990, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)."
531312,Nonresidential Property Managers ,"This U.S. industry comprises establishments primarily engaged in managing nonresidential real estate for others.

Cross-References.","Commercial property managing Commercial real estate property managers' offices Condominium managers' offices, commercial Managers' offices, commercial condominium Managers' offices, commercial real estate Managers' offices, nonresidential real estate Managing commercial condominiums Managing commercial real estate Nonresidential property managing Property managers' offices, commercial real estate Property managers' offices, nonresidential real estate Property managing, commercial real estate Property managing, nonresidential real estate Real estate property managers' offices, commercial","Establishments primarily engaged in managing residential real estate for others are classified in U.S. Industry 531311, Residential Property Managers; Establishments primarily engaged in acting as lessors of buildings (except miniwarehouses and self-storage units) that are not used as residences or dwellings are classified in Industry 531120, Lessors of Nonresidential Buildings (except Miniwarehouses); Establishments primarily engaged in renting or leasing space for self-storage are classified in Industry 531130, Lessors of Miniwarehouses and Self-Storage Units; and Establishments formed on behalf of individual nonresidential condominium owners are classified in Industry 813990, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)."
531320,Offices of Real Estate Appraisers ,This industry comprises establishments primarily engaged in estimating the fair market value of real estate.,"Appraisal services, real estate Appraisers' offices, real estate Real estate appraisal services Real estate appraisers' offices",
531390,Other Activities Related to Real Estate ,"This industry comprises establishments primarily engaged in performing real estate related services (except lessors of real estate, offices of real estate agents and brokers, real estate property managers, and offices of real estate appraisers).

Illustrative Examples:

Real estate escrow agencies
Real estate listing services
Real estate fiduciaries' offices


Cross-References. Establishments primarily engaged in--","Agencies, real estate escrow Agents' offices, real estate escrow Consultants', real estate (except appraisers), offices Escrow agencies, real estate Fiduciaries', real estate, offices Landman services Listing services, real estate Real estate asset management services (except property management) Real estate consultants' (except agents, appraisers) offices Real estate escrow agencies Real estate escrow agents' offices Real estate fiduciaries' offices Real estate listing services","Acting as lessors of real estate--are classified in Industry Group 5311, Lessors of Real Estate; Selling, buying, and/or renting real estate for others--are classified in Industry 531210, Offices of Real Estate Agents and Brokers; Managing real estate for others--are classified in Industry 53131, Real Estate Property Managers; Estimating fair market value of real estate--are classified in Industry 531320, Offices of Real Estate Appraisers; and Researching public land records for ownership of titles and/or conveying real estate titles--are classified in U.S. Industry 541191, Title Abstract and Settlement Offices."
532111,Passenger Car Rental ,"This U.S. industry comprises establishments primarily engaged in renting passenger cars without drivers, generally for short periods of time.

Cross-References. Establishments primarily engaged in--",Automobile rental Car rental Car rental agencies Hearse rental without driver Limousine rental without driver Luxury automobile rental without driver Passenger car rental Passenger van rental Passenger van rental agencies Sport utility vehicle rental Van (passenger) rental,"Leasing passenger cars without drivers, generally for long periods of time--are classified in U.S. Industry 532112, Passenger Car Leasing; and Renting or leasing passenger cars with drivers (e.g., limousines, hearses, taxis)--are classified in Industry Group 4853, Taxi and Limousine Service."
532112,Passenger Car Leasing ,"This U.S. industry comprises establishments primarily engaged in leasing passenger cars without drivers, generally for long periods of time.

Cross-References. Establishments primarily engaged in--","Automobile leasing Car leasing Fleet leasing, passenger vehicle Passenger car leasing Passenger van leasing Passenger vehicle fleet leasing Sport utility vehicle leasing Van (passenger) leasing","Renting passenger cars without drivers, generally for short periods of time--are classified in U.S. Industry 532111, Passenger Car Rental; Renting or leasing passenger cars with drivers (e.g., limousines, hearses, taxis)--are classified in Industry Group 4853, Taxi and Limousine Service; Retailing passenger cars through sales or lease arrangements--are classified in Industry Group 4411, Automobile Dealers; and Leasing passenger cars in combination with providing loans to buyers of such vehicles--are classified in Sector 52, Finance and Insurance."
532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ","This industry comprises establishments primarily engaged in renting or leasing, without drivers, one or more of the following:  trucks, truck tractors, buses, semi-trailers, utility trailers, or RVs (recreational vehicles).

Cross-References. Establishments primarily engaged in--","Bus rental or leasing Camper rental Dump truck rental or leasing without operator Mobile home rental, off-site Motor home rental, off-site Popup camper rental Recreational trailer rental Recreational vehicle (RV) rental or leasing RV (recreational vehicle) rental or leasing School bus rental or leasing Semi-trailer rental or leasing Trailer rental or leasing Truck (except industrial) rental or leasing Truck tractor rental or leasing without driver Utility trailer rental or leasing Van (except passenger) rental or leasing without driver","Renting recreational goods, such as pleasure boats, canoes, motorcycles, mopeds, or bicycles--are classified in U.S. Industry 532284, Recreational Goods Rental; Renting or leasing farm tractors, industrial equipment, and industrial trucks, such as forklifts and other material handling equipment--are classified in Industry 532490, Other Commercial and Industrial Machinery and Equipment Rental and Leasing; Renting or leasing mobile home sites--are classified in Industry 531190, Lessors of Other Real Estate Property; Retailing vehicles commonly referred to as RVs through sales or lease arrangements--are classified in Industry 441210, Recreational Vehicle Dealers; and Leasing trucks, utility trailers, and RVs in combination with providing loans to buyers of such vehicles--are classified in Sector 52, Finance and Insurance."
532210,Consumer Electronics and Appliances Rental,"This industry comprises establishments primarily engaged in renting consumer electronics equipment and appliances, such as televisions, stereos, and refrigerators.  Included in this industry are appliance rental centers.

Cross-References. Establishments primarily engaged in--","Air-conditioner rental Appliance rental Camcorder rental Consumer electronics rental Dryer, clothes, rental Photographic equipment rental Refrigerator rental Stereo equipment rental Tape recorder rental Television rental Video cassette recorder rental Video disc player rental Video recorder rental Video tape player rental Washer, clothes, rental","Renting or leasing computers--are classified in Industry 532420, Office Machinery and Equipment Rental and Leasing; and Renting a range of consumer, commercial, and industrial equipment, such as lawn and garden equipment, home repair tools, and party and banquet equipment--are classified in Industry 532310, General Rental Centers."
532281,Formal Wear and Costume Rental,"This U.S. industry comprises establishments primarily engaged in renting clothing, such as formal wear, costumes (e.g., theatrical), or other clothing (except laundered uniforms and work apparel).

Cross-References.","Bridal wear rental Clothing rental (except industrial launderer, linen supply) Costume rental Dress suit rental Formal wear rental Fur rental Gown rental Graduation cap and gown rental Motion picture wardrobe and costume rental Suit rental Theatrical wardrobe and costume rental Tuxedo rental Wardrobe rental","Establishments primarily engaged in laundering and supplying uniforms and other work apparel are classified in U.S. Industry 812332, Industrial Launderers."
532282,Video Tape and Disc Rental,"This U.S. industry comprises establishments primarily engaged in renting prerecorded video tapes and discs for home electronic equipment.

Cross-References. Establishments primarily engaged in--","Cassette, prerecorded video, rental Computer video game rental Laser disc, video, rental Video disc rental for home electronic equipment (e.g., DVD) Video game rental Video tape rental for home electronic equipment (e.g., VCR) Video tape rental stores","Renting video recorders and players--are classified in Industry 532210, Consumer Electronics and Appliances Rental; Retailing prerecorded video tapes and discs--are classified in U.S. Industry 443142, Electronics Stores; and Theatrical distribution of motion pictures and videos--are classified in Subsector 512, Motion Picture and Sound Recording Industries."
532283,Home Health Equipment Rental ,"This U.S. industry comprises establishments primarily engaged in renting home-type health and invalid equipment, such as wheel chairs, hospital beds, oxygen tanks, walkers, and crutches.

Cross-References. Establishments primarily engaged in--","Crutches, invalid, rental Furniture, home health, rental Home health furniture and equipment rental Hospital bed rental and leasing (i.e., home use) Hospital equipment rental (i.e. home use) Hospital furniture and equipment rental (i.e. home use) Invalid equipment rental (i.e., home use) Oxygen equipment rental (i.e., home use) Walker, invalid, rental Wheel chair rental","Renting medical equipment (except home health equipment), such as electromedical and electrotherapeutic apparatus--are classified in Industry 532490, Other Commercial and Industrial Machinery and Equipment Rental and Leasing; and Providing home health care services and home health equipment--are classified in Industry 621610, Home Health Care Services."
532284,Recreational Goods Rental ,"This U.S. industry comprises establishments primarily engaged in renting recreational goods, such as bicycles, canoes, motorcycles, skis, sailboats, beach chairs, and beach umbrellas.
","Beach chair rental Beach umbrella rental Bicycle rental Boat rental, pleasure Canoe rental Exercise equipment rental Golf cart rental Houseboat rental Moped rental Motorcycle rental Personal watercraft rental Pleasure boat rental Recreational goods rental Rowboat rental Sailboat rental Ski equipment rental Snow ski equipment rental Sporting goods rental Sports equipment rental Surfboard rental Tent, camping, rental Water ski rental Yacht rental without crew",
532289,All Other Consumer Goods Rental ,"This U.S. industry comprises establishments primarily engaged in renting consumer goods and products (except consumer electronics and appliances; formal wear and costumes; prerecorded video tapes and discs for home electronic equipment; home health furniture and equipment; and recreational goods).  Included in this industry are furniture rental centers and party rental supply centers.

Cross-References. Establishments primarily engaged in--","Carpet and rug, residential, rental Furniture (i.e., residential) rental centers Furniture, residential, rental or leasing Musical instrument rental Party (i.e., banquet) equipment rental Party rental supply centers Piano rental Rug and carpet rental Silverware rental Table and banquet accessory rental Tableware rental Tent, party, rental Tool rental or leasing for home use","Renting consumer electronics and appliances--are classified in Industry 532210, Consumer Electronics and Appliances Rental; Renting formal wear and costumes--are classified in U.S. Industry 532281, Formal Wear and Costume Rental; Renting video tapes and discs--are classified in U.S. Industry 532282, Video Tape and Disc Rental; Renting home health furniture and equipment--are classified in U.S. Industry 532283, Home Health Equipment Rental; Renting recreational goods--are classified in U.S. Industry 532284, Recreational Goods Rental; Renting a range of consumer, commercial, and industrial equipment, such as lawn and garden equipment, home repair tools, and party and banquet equipment--are classified in Industry 532310, General Rental Centers; and Retailing and renting musical instruments--are classified in Industry 451140, Musical Instrument and Supplies Stores."
532310,General Rental Centers,"This industry comprises establishments primarily engaged in renting a range of consumer, commercial, and industrial equipment.  Establishments in this industry typically operate from conveniently located facilities where they maintain inventories of goods and equipment that they rent for short periods of time.  The type of equipment that establishments in this industry provide often includes, but is not limited to:  audio visual equipment, contractors' and builders' tools and equipment, home repair tools, lawn and garden equipment, moving equipment and supplies, and party and banquet equipment and supplies.

Cross-References. Establishments primarily engaged in--",General rental centers Home and garden equipment rental centers Rent-all centers,"Renting trucks and trailers without drivers--are classified in Industry 532120, Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing; Renting party and banquet equipment--are classified in U.S. Industry 532289, All Other Consumer Goods Rental; Renting heavy construction equipment without operators--are classified in U.S. Industry 532412, Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing; and Renting specialized types of commercial and industrial equipment, such as garden tractors or public address systems--are classified in Industry 532490, Other Commercial and Industrial Machinery and Equipment Rental and Leasing."
532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ","This U.S. industry comprises establishments primarily engaged in renting or leasing off-highway transportation equipment without operators, such as aircraft, railroad cars, steamships, or tugboats.

Cross-References. Establishments primarily engaged in--","Aircraft rental or leasing without operator Airplane rental or leasing without operator Barge rental or leasing without crew Boat rental (except pleasure) without crew Boat rental or leasing, commercial Railroad car rental or leasing Ship rental or leasing without crew Steamship rental or leasing without crew Tanker (boat) rental or leasing without crew Towboat rental or leasing without crew Tugboat rental or leasing without crew","Renting or leasing air, rail, highway, and water transportation equipment with operators--are classified in Sector 48-49, Transportation and Warehousing, based on their primary activity; Renting pleasure boats--are classified in U.S. Industry 532284, Recreational Goods Rental; and Renting or leasing automobiles or trucks without drivers--are classified in Industry Group 5321, Automotive Equipment Rental and Leasing."
532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ","This U.S. industry comprises establishments primarily engaged in renting or leasing heavy equipment without operators that may be used for construction, mining, or forestry, such as bulldozers, earthmoving equipment, well drilling machinery and equipment, or cranes.

Cross-References. Establishments primarily engaged in--",Bulldozer rental or leasing without operator Construction form rental Construction machinery and equipment rental or leasing without operator Crane rental or leasing without operator Earthmoving equipment rental or leasing without operator Forestry machinery and equipment rental or leasing Heavy construction equipment rental without operator Logging equipment rental or leasing without operator Mining machinery and equipment rental or leasing Oil field machinery and equipment rental or leasing Oil well drilling machinery and equipment rental or leasing Welding equipment rental or leasing Well drilling machinery and equipment rental or leasing,"Renting or leasing cranes with operators--are classified in Industry 238990, All Other Specialty Trade Contractors; Renting or leasing construction equipment with operators (except cranes)--are classified in Industry 238910, Site Preparation Contractors; Renting or leasing heavy equipment for mining with operators--are classified in Industry 21311, Support Activities for Mining; Renting or leasing heavy equipment for forestry with operators--are classified in Industry 115310, Support Activities for Forestry; and Leasing heavy equipment in combination with providing loans to buyers of such equipment--are classified in Sector 52, Finance and Insurance."
532420,Office Machinery and Equipment Rental and Leasing,"This industry comprises establishments primarily engaged in renting or leasing office machinery and equipment, such as computers, office furniture, duplicating machines (i.e., copiers), or facsimile machines.

Cross-References. Establishments primarily engaged in--","Cash register rental or leasing Computer peripheral equipment rental or leasing Computer rental or leasing Copier rental or leasing Duplicating machine (e.g., copier) rental or leasing Facsimile machine rental or leasing Fax machine rental or leasing Furniture, office, rental or leasing Mailing equipment rental or leasing Office furniture rental or leasing Office machinery and equipment rental or leasing","Renting or leasing residential furniture--are classified in U.S. Industry 532289, All Other Consumer Goods Rental; and Leasing office machinery and equipment in combination with providing loans to buyers of such equipment--are classified in Sector 52, Finance and Insurance."
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,"This industry comprises establishments primarily engaged in renting or leasing nonconsumer-type machinery and equipment (except heavy construction, transportation, mining, and forestry machinery and equipment without operators; and office machinery and equipment).  Establishments in this industry rent or lease products, such as manufacturing equipment; metalworking, telecommunications, motion picture, theatrical machinery and equipment, or service industry machinery; institutional (i.e., public building) furniture, such as furniture for schools, theaters, or buildings; or agricultural equipment without operators.

Cross-References. Establishments primarily engaged in--","Agricultural machinery and equipment rental or leasing Audio visual equipment rental or leasing Carpentry equipment rental or leasing Carpet and rug cleaning equipment rental or leasing Compressor, air and gas, rental or leasing Farm equipment rental or leasing Farm tractor rental or leasing Floor sanding machine rental or leasing Floor waxing equipment rental or leasing Furniture, institutional (i.e. public building), rental or leasing Garden tractor rental or leasing Generator rental or leasing Industrial truck rental or leasing Lawnmower rental or leasing Manufacturing machinery and equipment rental or leasing Material handling machinery and equipment rental or leasing Medical equipment (except home health furniture and equipment) rental or leasing Metalworking machinery and equipment rental or leasing Mobile office building rental or leasing, off-site Modular building rental or leasing, off-site Motion picture equipment rental or leasing Pallet rental or leasing Plumbing equipment rental or leasing Power washer rental or leasing Public address system rental or leasing Renting coin-operated amusement devices (except concession operators) Sawmill machinery rental or leasing Scaffolding rental or leasing Scenery, theatrical, rental or leasing Skid rental or leasing Sound and lighting equipment rental or leasing Telecommunications equipment rental or leasing Textile machinery rental or leasing Theatrical equipment (except costumes) rental or leasing Tractor, farm, rental or leasing Tractor, garden, rental or leasing Truck, industrial, rental or leasing TV broadcasting and studio equipment rental or leasing Vending machine rental Woodworking machinery and equipment rental or leasing","Renting or leasing heavy construction, off-highway transportation, mining, and forestry machinery and equipment without operators--are classified in Industry 53241, Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing; Renting or leasing office machinery and equipment--are classified in Industry 532420, Office Machinery and Equipment Rental and Leasing; Renting or leasing agricultural machinery and equipment with operators--are classified in Subsector 115, Support Activities for Agriculture and Forestry; Renting or leasing dump trucks without operator--are classified in Industry 532120, Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing; Renting home furniture or medical equipment for home use--are classified in Industry 53228, Other Consumer Goods Rental; and Leasing nonconsumer machinery and equipment in combination with providing loans to buyers of such equipment--are classified in Sector 52, Finance and Insurance."
533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),"This industry comprises establishments primarily engaged in assigning rights to assets, such as patents, trademarks, brand names, and/or franchise agreements, for which a royalty payment or licensing fee is paid to the asset holder.

Cross-References.","Brand name licensing Franchise agreements, leasing, selling or licensing, without providing other services Industrial design licensing Oil royalty companies Oil royalty leasing Oil royalty traders (except for own account) Patent buying and licensing Patent leasing Performance rights, licensing of Trademark licensing","Establishments primarily engaged in producing, reproducing, and/or distributing copyrighted works are classified in Sector 51, Information; Independent artists, writers, and performers primarily engaged in creating copyrighted works are classified in Industry 711510, Independent Artists, Writers, and Performers; Establishments primarily engaged in leasing real property are classified in Subsector 531, Real Estate; Establishments primarily engaged in leasing tangible assets, such as automobiles, computers, consumer goods, and industrial machinery and equipment, are classified in Subsector 532, Rental and Leasing Services; and Establishments that allow franchisees the use of the franchise name, contingent on the franchisee buying products or services from the franchisor, are classified elsewhere."
541110,Offices of Lawyers,"This industry comprises offices of legal practitioners known as lawyers or attorneys (i.e., counselors-at-law) primarily engaged in the practice of law.  Establishments in this industry may provide expertise in a range or in specific areas of law, such as criminal law, corporate law, family and estate law, patent law, real estate law, or tax law.

Cross-References.","Attorneys' offices Attorneys' private practices Barristers' offices Barristers' private practices Corporate law offices Counselors' at law offices Counselors' at law private practices Criminal law offices Estate law offices Family law offices Law firms Law offices Law practices Lawyers' offices Lawyers' private practices Legal aid services Patent attorneys' offices Patent attorneys' private practices Real estate law offices Solicitors' offices, private Solicitors' private practices Tax law attorneys' offices Tax law attorneys' private practices","Establishments of legal practitioners (except lawyers or attorneys) primarily engaged in providing specialized legal or paralegal services are classified in Industry 54119, Other Legal Services."
